vocabJapan,vocabKana,vocabTranslation,partOfSpeech,vocabFurigana,sentenceJapanese,sentenceTranslation,sentenceFurigana,notesKanjified,vocabPitch
立候補,りっこうほ,candidacy,,立候補[りっこうほ],彼は市長に立候補した,He ran for mayor.,彼[かれ]は 市長[しちょう]に<b> 立候補[りっこうほ]</b>した,立候補,3
元首,げんしゅ,ruler; sovereign,,元首[げんしゅ],世界の国々から元首が集まった,The heads of countries all over the world gathered.,世界[せかい]の 国々[くにぐに]から<b> 元首[げんしゅ]</b>が 集[あつ]まった,元首,1
自首,じしゅ,giving up,,自首[じしゅ],犯人が警察署に自首しました,The criminal gave him/herself up at the police station.,犯人[はんにん]が 警察[けいさつ] 署[しょ]に<b> 自首[じしゅ]</b>しました,自首,0 1
脳死,のうし,brain death,,脳死[のうし],彼女の夫は交通事故で脳死状態になった,Her husband became brain dead due to the traffic accident.,彼女[かのじょ]の 夫[おっと]は 交通[こうつう] 事故[じこ]で<b> 脳死[のうし]</b> 状態[じょうたい]になった,脳死,1 0
石頭,いしあたま,obstinate,,石頭[いしあたま],彼は石頭だから言っても無駄です,It is a waste of time telling him as he is stubborn.,彼[かれ]は<b> 石頭[いしあたま]</b>だから 言[い]っても 無駄[むだ]です,石頭,3
頭脳,ずのう,brain; brains,,頭脳[ずのう],彼は頭脳明晰だ,He is clear-headed.,彼[かれ]は<b> 頭脳[ずのう]</b> 明晰[めいせき]だ,頭脳,1
似顔絵,にがおえ,likeness; portrait,,似顔絵[にがおえ],彼女は似顔絵を描くのが得意です,She is good at painting portraits.,彼女[かのじょ]は<b> 似顔絵[にがおえ]</b>を 描[えが]くのが 得意[とくい]です,似顔絵,0
革新,かくしん,innovation; reform,,革新[かくしん],各社とも技術革新に取り組んでいる,Each company is adopting technical improvements.,各社[かくしゃ]とも 技術[ぎじゅつ]<b> 革新[かくしん]</b>に 取り組[とりく]んでいる,革新,0
使命,しめい,mission,,使命[しめい],命を救うのが医者の使命だ,It is a doctor's mission to save lives.,命[いのち]を 救[すく]うのが 医者[いしゃ]の<b> 使命[しめい]</b>だ,使命,1
カップル,かっぷる,couple,,カップル[かっぷる],二人はお似合いのカップルだ,They are a well-matched couple.,二人[ふたり]はお 似合[にあ]いの<b>カップル</b>だ,カップル,1
命中,めいちゅう,hit; on-target impact,,命中[めいちゅう],ダーツが的の真ん中に命中した,The darts hit the center of the target.,ダーツが 的[まと]の 真ん中[まんなか]に<b> 命中[めいちゅう]</b>した,命中,0
宿命,しゅくめい,destiny; fate,,宿命[しゅくめい],二人が出会ったのは宿命だったのです,It was fate that the two people met.,二人[ふたり]が 出会[であ]ったのは<b> 宿命[しゅくめい]</b>だったのです,宿命,0
亡命,ぼうめい,exile,,亡命[ぼうめい],彼はこの国に亡命してきた,He defected to this country.,彼[かれ]はこの 国[くに]に<b> 亡命[ぼうめい]</b>してきた,亡命,0
法令,ほうれい,laws and ordinances,,法令[ほうれい],法令には従う義務がある,There is an obligation to obey the law.,<b>法令[ほうれい]</b>には 従[したが]う 義務[ぎむ]がある,法令,0
領収,りょうしゅう,receipt,,領収[りょうしゅう],年会費確かに領収いたしました,I confirm receipt of the annual membership fee.,年会[ねんかい] 費[ひ] 確[たし]かに<b> 領収[りょうしゅう]</b>いたしました,領収,0
要領,ようりょう,gist,,要領[ようりょう],彼女はとても要領がいいです,She is a smooth operator.,彼女[かのじょ]はとても<b> 要領[ようりょう]</b>がいいです,要領,3
進入,しんにゅう,penetration entry,,進入[しんにゅう],ここから先車は進入禁止です,"From here onwards, vehicles are prohibited.",ここから 先[さき] 車[しゃ]は<b> 進入[しんにゅう]</b> 禁止[きんし]です,進入,0
進化,しんか,evolution; progress,,進化[しんか],ヒトはまだ進化の過程にある,Humans are still in the process of evolving.,ヒトはまだ<b> 進化[しんか]</b>の 過程[かてい]にある,進化,1
先進国,せんしんこく,developed country,,先進国[せんしんこく],先進国が地球温暖化の原因とも言える,It can be said that the developed countries are the cause of global warming.,<b>先進[せんしん] 国[こく]</b>が 地球[ちきゅう] 温暖[おんだん] 化[か]の 原因[げんいん]とも 言[い]える,先進国,3
推理,すいり,inference; reasoning,,推理[すいり],この状況から推理して犯人は女だ,"Inferring from the circumstances, the criminal was a woman.",この 状況[じょうきょう]から<b> 推理[すいり]</b>して 犯人[はんにん]は 女[おんな]だ,推理,1
任意,にんい,arbitrary; optional,,任意[にんい],この保険への加入は任意です,Joining this insurance is optional.,この 保険[ほけん]への 加入[かにゅう]は<b> 任意[にんい]</b>です,任意,1 0
任命,にんめい,appointment,,任命[にんめい],彼が議長に任命されました,He was appointed chairman.,彼[かれ]が 議長[ぎちょう]に<b> 任命[にんめい]</b>されました,任命,0
任期,にんき,one's term of office,,任期[にんき],彼の任期はあと1年です,His term of office is one more year.,彼[かれ]の<b> 任期[にんき]</b>はあと 1 年[ねん]です,任期,1
委任,いにん,entrustment,,委任[いにん],すべてを弁護士に委任した,Everything was entrusted to the lawyer.,すべてを 弁護士[べんごし]に<b> 委任[いにん]</b>した,委任,0
ドキュメント,どきゅめんと,document,,ドキュメント[どきゅめんと],彼はいつも分かりやすいドキュメントを作成する,He always creates documents that are easy to understand.,彼[かれ]はいつも 分[わ]かりやすい<b>ドキュメント</b>を 作成[さくせい]する,ドキュメント,1 3
法務,ほうむ,judicial affairs,,法務[ほうむ],彼は法務の仕事をしています,He works in legal affairs.,彼[かれ]は<b> 法務[ほうむ]</b>の 仕事[しごと]をしています,法務,1
公務,こうむ,official affairs,,公務[こうむ],彼は今公務で京都に行っている,He is now in Kyoto on official business.,彼[かれ]は 今[いま]<b> 公務[こうむ]</b>で 京都[きょうと]に 行[い]っている,公務,1
専務,せんむ,managing director,,専務[せんむ],専務が来月で定年退職します,The executive director will retire next month.,<b>専務[せんむ]</b>が 来月[らいげつ]で 定年[ていねん] 退職[たいしょく]します,専務,1
従事,じゅうじ,engagement in; work,,従事[じゅうじ],サービス業に従事しています,He works in the service industry.,サービス 業[ぎょう]に<b> 従事[じゅうじ]</b>しています,従事,1
解雇,かいこ,discharge; dismissal,,解雇[かいこ],彼は会社から解雇された,He was dismissed from the company.,彼[かれ]は 会社[かいしゃ]から<b> 解雇[かいこ]</b>された,解雇,1
特集,とくしゅう,special edition,,特集[とくしゅう],テレビで遊園地の特集を見ました,I saw a TV special about the amusement park.,テレビで 遊園[ゆうえん] 地[ち]の<b> 特集[とくしゅう]</b>を 見[み]ました,特集,0
全集,ぜんしゅう,complete works,,全集[ぜんしゅう],書店で日本画全集を立ち読みした,I browsed a complete volume of Japanese paintings in the bookstore.,書店[しょてん]で 日本[にほん] 画[が]<b> 全集[ぜんしゅう]</b>を 立ち読[たちよ]みした,全集,0
集会,しゅうかい,gathering; meeting,,集会[しゅうかい],母は町の集会に行っています,My mother has gone to the town meeting.,母[はは]は 町[まち]の<b> 集会[しゅうかい]</b>に 行[い]っています,集会,0
採取,さいしゅ,collecting; picking,,採取[さいしゅ],事故現場から指紋が採取された,Fingerprints were gathered from the accident scene.,事故[じこ] 現場[げんば]から 指紋[しもん]が<b> 採取[さいしゅ]</b>された,採取,1 0
採集,さいしゅう,collection; gathering,,採集[さいしゅう],甥はちょうちょの採集が好きだ,My nephew likes to collect butterflies.,甥[おい]はちょうちょの<b> 採集[さいしゅう]</b>が 好[す]きだ,採集,0
補給,ほきゅう,replenishment; supply,,補給[ほきゅう],運動するときは必ず水分を補給しましょう,Be sure to stay hydrated when you exercise.,運動[うんどう]するときは 必[かなら]ず 水分[すいぶん]を<b> 補給[ほきゅう]</b>しましょう,補給,0
日給,にっきゅう,daily wage,,日給[にっきゅう],この仕事は日給1万円だ,"This work pays 10,000 yen per day.",この 仕事[しごと]は<b> 日給[にっきゅう]</b> 1 万[まん] 円[えん]だ,日給,0
給食,きゅうしょく,meal; school lunch,,給食[きゅうしょく],今日は給食で何を食べたの,What did you have for school lunch today?,今日[きょう]は<b> 給食[きゅうしょく]</b>で 何[なに]を 食[た]べたの,給食,0
必需品,ひつじゅひん,necessaries,,必需品[ひつじゅひん],枕は私の旅の必需品です,A pillow is essential when I travel.,枕[まくら]は 私[わたし]の 旅[たび]の<b> 必需[ひつじゅ] 品[ひん]</b>です,必需品,0
ノンフィクション,はんへぃくしょん,nonfiction,,ノンフィクション[はんへぃくしょん],私はノンフィクションをよく読みます,I often read nonfiction.,私[わたし]は<b>ノンフィクション</b>をよく 読[よ]みます,ノンフィクション,3
何卒,なにとぞ,please,,何卒[なにとぞ],なにとぞよろしくお願いします,Please accept my best regards.,<b>なにとぞ</b>よろしくお 願[ねが]いします,何卒,0
職人,しょくにん,artisan; craftsman,,職人[しょくにん],彼は腕の良い職人だ,He is a skilled worker.,彼[かれ]は 腕[うで]の 良[よ]い<b> 職人[しょくにん]</b>だ,職人,0
職務,しょくむ,duties; duty,,職務[しょくむ],彼は職務に忠実です,He is faithful to his duties.,彼[かれ]は<b> 職務[しょくむ]</b>に 忠実[ちゅうじつ]です,職務,1
無職,むしょく,unemployed; without occupation,,無職[むしょく],彼女はこの仕事を始める前3ヶ月ほど無職だった,She was unemployed for about three months before starting this job.,彼女[かのじょ]はこの 仕事[しごと]を 始[はじ]める 前[まえ] 3 ヶ月[かげつ]ほど<b> 無職[むしょく]</b>だった,無職,1
